"list-image src","list-image src 2","list-image src 3","list-image src 4","list-image src 5","image href","img-responsive src","product-name","product-desc","r-number","price","price 2","label-sale","price-old","price-old 2","price-new"
"https://choco-yummy.com.ua/image/cache/catalog/Products/Drugoe/milka_advent_calendar_200g_1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Drugoe/milka_advent_calendar_200g_2-50x50.jpg","","","","https://choco-yummy.com.ua/ua/milka-advent-calendar-200g","https://choco-yummy.com.ua/image/cache/catalog/Products/Drugoe/milka_advent_calendar_200g-200x200.jpg","Адвент Календар Мілка з шоколадними фігурками Milka Advent Calendar ""Санта з санями"" 200г","Найулюбленіша альпійська корівка Мілка готова відраховувати дні до різдвяних свят!Для всіх шанувальн..","0.0","899","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/12-Disney%20Pixar/disney-pixar-cars-lightning-2-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/12-Disney%20Pixar/disney-pixar-cars-lightning-3-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/12-Disney%20Pixar/disney-pixar-cars-lightning-4-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/12-Disney%20Pixar/disney-pixar-cars-lightning5-50x50.png","","https://choco-yummy.com.ua/ua/disney-pixar-cars-lightning-mcqueen-advent-calendar-50g","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/12-Disney%20Pixar/disney-pixar-cars-lightning-1-200x200.png","Адвент-календар Disney Pixar Cars Lightning McQueen Advent Calendar з молочними шоколадками 50г","Адвент-календар Disney Pixar Cars Lightning McQueen Advent Calendar — солодке очікування свята з улю..","0.0","199","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-hot-wheels-advent-calendar-2-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-hot-wheels-advent-calendar-3-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-hot-wheels-advent-calendar-4-50x50.png","","","https://choco-yummy.com.ua/ua/kinnerton-netflix-hot-wheels-advent-calendar","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-hot-wheels-advent-calendar-200x200.png","Адвент-календар Kinnerton Netflix Hot Wheels Let's Race Advent Calendar з шоколадками 40 г.","Адвент-календар Kinnerton Netflix Hot Wheels Let's Race 40 г — солодке очікування Різдва в стил..","0.0","199","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-paw-patrol-advent-calendar-2-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-paw-patrol-advent-calendar-3-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-paw-patrol-advent-calendar-4-50x50.png","","","https://choco-yummy.com.ua/ua/kinnerton-paw-patrol-christmas-advent-calendar","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/3-ak/kinnerton-paw-patrol-advent-calendar-1-200x200.png","Адвент-Календар Kinnerton Paw Patrol Christmas Advent Calendar з шоколадками 40 г.","Адвент-календар Kinnerton Paw Patrol 40 г — шоколадна казка з героями улюбленого мультфільму!Привіт,..","0.0","199","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/terry_s_chocolate_orange_mint_145g_1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/terry_s_chocolate_orange_mint_145g_3-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/terry_s_chocolate_orange_mint_145g_2-50x50.jpg","","","https://choco-yummy.com.ua/ua/terry-s-chocolate-orange-mint-145g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/terry_s_chocolate_orange_mint_145g-200x200.jpg","Апельсин шоколадний з м'ятою Terry s Chocolate Orange Mint 145г","А ви вже пробували?)У нашому асортименті з'явилася м'ятна версія шоколадного апельсина Terry s. ..","0.0","199","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-nuss-selection-weiss-mandel-150g-5-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-nuss-selection-weiss-mandel-150g-3-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-nuss-selection-weiss-mandel-150g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-nuss-selection-weiss-mandel-150g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-nuss-selection-weiss-mandel-150g-2-50x50.jpg","https://choco-yummy.com.ua/ua/lindt-nuss-selection-weiss-mandel-150g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-nuss-selection-weiss-mandel-150g-6-200x200.jpg","Білий шоколад Lindt Nuss Selection Weiss-Mandel Фундук 150г","Білий шоколад з лісовими горіхами.Упаковка виконана у стилі казки «Лускунчик»..","0.0","","","-50%","499","грн.","249"
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-tokyo-style-chocolade-matcha-strawberry-145g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-tokyo-style-chocolade-matcha-strawberry-145g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-tokyo-style-chocolade-matcha-strawberry-145g-5-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-tokyo-style-chocolade-matcha-strawberry-145g-6-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-tokyo-style-chocolade-matcha-strawberry-145g-3-50x50.jpg","https://choco-yummy.com.ua/ua/lindt-tokyo-style-chocolade-matcha-strawberry-145g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-tokyo-style-chocolade-matcha-strawberry-145g-1-200x200.jpg","Білий шоколад Lindt Tokyo Style Chocolade Matcha Strawberry 145г","Шедевр від Lindt.У плиточці Lindt Tokyo Style Chocolate Matcha Strawberry поєднали вершковий білий ш..","0.0","899","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/7777/beast2/mrbeast-feastables-pretzel-mint-crunch-95g-3-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/7777/beast2/mrbeast-feastables-pretzel-mint-crunch-95g-4-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/7777/beast2/mrbeast-feastables-pretzel-mint-crunch-95g-5-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/7777/beast2/mrbeast-feastables-pretzel-mint-crunch-95g-6-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/7777/beast2/mrbeast-feastables-pretzel-mint-crunch-95g-7-50x50.png","https://choco-yummy.com.ua/ua/mrbeast-feastables-pretzel-mint-crunch-95g","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/7777/beast2/mrbeast-feastables-pretzel-mint-crunch-95g-1-200x200.png","Білий шоколад MrBeast Feastables Pretzel Mint Crunch з шматочками м'ятних льодяників 95г.","Білий шоколад MrBeast Feastables Pretzel Mint Crunch з шматочками м’ятних льодяників 95г — ніжна пли..","0.0","399","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-reeses-peanut-butter-bar-white-90g-3-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-reeses-peanut-butter-bar-white-90g-5-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-reeses-peanut-butter-bar-white-90g-6-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-reeses-peanut-butter-bar-white-90g-4-50x50.jpg","","https://choco-yummy.com.ua/ua/reeses-peanut-butter-bar-white-90g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-reeses-peanut-butter-bar-white-90g-2-200x200.jpg","Білий шоколад Reese's Peanut Butter Bar White 90г","Обожнюєте цукерки Reese's?) Ця плитка точно буде лежати у вас на столі, щоб перекусити протягом дня...","0.0","259","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-twinkies-candy-bar-60g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-twinkies-candy-bar-60g-3-50x50.jpg","","","","https://choco-yummy.com.ua/ua/twinkies-candy-bar-60g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-twinkies-candy-bar-60g-1-200x200.jpg","Білий шоколад Twinkies Candy Bar з кремовою начинкою 60г","Легендарні бісквіти Twinkies у форматі шоколадки!Беріть з собою в дорогу, влаштовуйте солодкі паузи ..","0.0","129","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-ritter-sport-smarties-100g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-ritter-sport-smarties-100g-3-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-ritter-sport-smarties-100g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-ritter-sport-smarties-100g-6-50x50.jpg","","https://choco-yummy.com.ua/ua/ritter-sport-smarties-white-100g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-ritter-sport-smarties-100g-7-200x200.jpg","Білий шоколад з драже Ritter Sport Smarties White 100г","Ух, неймовірно!Ніжний білий шоколад і багато-багато різнокольорових драже Smarties. Цукерки яскраві,..","0.0","149","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/4444/chocoboo-exciting-taste-40g-2-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/4444/chocoboo-exciting-taste-40g-3-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/4444/chocoboo-exciting-taste-40g-4-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/4444/chocoboo-exciting-taste-40g-5-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/4444/chocoboo-exciting-taste-40g-6-50x50.png","https://choco-yummy.com.ua/ua/chocoboo-exciting-taste-40g","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/11-mms/05-Mikolaje%20Czekoladowe/4444/chocoboo-exciting-taste-40g1-200x200.png","Бельгійський шоколад Chocoboo Exciting Taste молочний 40г.","Бельгійський шоколад Chocoboo Exciting Taste молочний 40г — маленька плитка, велика святкова емоція&..","0.0","","","-19%","259","грн.","209"
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-tabby-crunch-chocolate-fried-chicken-50g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-tabby-crunch-chocolate-fried-chicken-50g-1-50x50.jpg","","","","https://choco-yummy.com.ua/ua/tabby-crunch-chocolate-fried-chicken-50g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-tabby-crunch-chocolate-fried-chicken-50g-3-200x200.jpg","Бельгійський шоколад Tabby Crunch Chocolate Fried Chicken Курячі ніжки KFC 50г","Яка частина курки KFC найсмачніша? Шоколадна!Якщо вас охоплюють сумніви - сходити в KFC чи перекусит..","0.0","199","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajca-kinder-joy-looney-tunes-tweety-eggs-16x20g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-11-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-7-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-6-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-4-50x50.jpg","https://choco-yummy.com.ua/ua/kinder-joy-looney-tunes-tweety-eggs-16x20g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajca-kinder-joy-looney-tunes-tweety-eggs-16x20g-2-200x200.jpg","Блок Кіндер Джой для дівчаток Kinder Joy Looney Tunes Tweety 16x20г","Знову Твіті! Цілий блок «Кіндер Джой» — 16 яєць із колекції Looney Tunes Tweety.Чарівна канарка Твіт..","0.0","1 599","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-24x20g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-11-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-7-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-20g-6-50x50.jpg","https://choco-yummy.com.ua/ua/kinder-joy-looney-tunes-tweety-egg-24x20g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-looney-tunes-tweety-egg-24x20g-2-200x200.jpg","Блок Кіндер Джой для дівчаток Kinder Joy Looney Tunes Tweety 24x20г","Сюрприз, шоколад і чарівна жовта канарка. Саме їй Кіндер присвятила цілу серію — Кіндер Джой Looney ..","0.0","","","-34%","3 499","грн.","2 299"
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/01-kinder-thing/kinder-joy-funko-netflix-stranger-things-2-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/01-kinder-thing/kinder-joy-funko-netflix-stranger-things-3-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/01-kinder-thing/kinder-joy-funko-netflix-stranger-things-4-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/01-kinder-thing/kinder-joy-funko-netflix-stranger-things-5-50x50.png","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/01-kinder-thing/kinder-joy-funko-netflix-stranger-things-6-50x50.png","https://choco-yummy.com.ua/ua/netflix-tranger-things-720g","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/from%2027.11/1-18/15-kinder/02-pooh/harpor/03-ricola/01-kinder-thing/kinder-joy-funko-netflix-stranger-things-1-200x200.jpg","Блок Кіндер Джой Дуже Дивні Дива Kinder Joy Funko Pop Stranger Things Egg Набір яєць 36x20г","Смакуй справжній смак Європи та США — солодощі, які не залишать байдужими Kinder Joy Funko Netf..","0.0","6 444","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaic-kinder-joy-marvel-spiderman-egg-24x20g-1-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-marvel-spiderman-egg-20g-15-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-marvel-spiderman-egg-20g-9-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-marvel-spiderman-egg-20g-16-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-marvel-spiderman-egg-20g-17-50x50.jpg","https://choco-yummy.com.ua/ua/kinder-joy-marvel-spiderman-egg-24x20g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaic-kinder-joy-marvel-spiderman-egg-24x20g-1-200x200.jpg","Блок Кіндер Джой Людина-павук Kinder Joy Marvel Spiderman 24x20г","Ціла коробка Kinder Joy Spiderman! Найкрутіший набір яєць — лімітована серія, присвячена Людині-паву..","0.0","","","-34%","3 499","грн.","2 299"
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-harry-potter-quidditch-china-24x20g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-harry-potter-quidditch-china-24x20g-7-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-harry-potter-quidditch-china-24x20g-5-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-harry-potter-quidditch-china-24x20g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-harry-potter-quidditch-china-24x20g-3-50x50.jpg","https://choco-yummy.com.ua/ua/7824","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-harry-potter-quidditch-china-24x20g-6-200x200.jpg","Блок яєць Гаррі Поттер Kinder Joy Funko Pop Harry Potter Quidditch Квідич 24x20г","Квіддич. Funko. Колекція, гідна чарівника!Кожне яйце складається з 2-х половинок:друга половинка - ф..","0.0","3 499","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-minecraft-20g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-minecraft-20g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-minecraft-20g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/yajce-kinder-joy-minecraft-20g-3-50x50.jpg","","https://choco-yummy.com.ua/ua/kinder-joy-minecraft-36x20g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/blok-yaec-kinder-joy-minecraft-36x20g-200x200.jpg","Блок яєць Кіндер Майнкрафт Kinder Joy Minecraft 36x20г","7887, Блок яєць Кіндер Майнкрафт Kinder Joy Minecraft 36x20г, , 4,699 грн., KINDER JOY MINECRAFT 36X..","0.0","4 699","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Pechenie/vafli-oreo-wafer-sticks-dark-chocolate-139g-1-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Pechenie/vafli-oreo-wafer-sticks-dark-chocolate-139g-3-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Pechenie/vafli-oreo-wafer-sticks-dark-chocolate-139g-5-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Pechenie/vafli-oreo-wafer-sticks-dark-chocolate-139g-6-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Pechenie/vafli-oreo-wafer-sticks-dark-chocolate-139g-4-50x50.jpg","https://choco-yummy.com.ua/ua/oreo-wafer-sticks-dark-chocolate-139g","https://choco-yummy.com.ua/image/cache/catalog/Products/Pechenie/vafli-oreo-wafer-sticks-dark-chocolate-139g-2-200x200.jpg","Вафельні батончики Oreo Dark Chocolate Wafer Темний шоколад 139.2г","Цікава версія від Oreo, випущена спеціально для Китаю! Ці солодощі адаптовані до місцевих смаків і м..","0.0","279","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/02-liker/lindt-classic-hazelnut-scaled-e1641321194283-50x50.jpg","","","","","https://choco-yummy.com.ua/ua/lindt-classic-recipe-vegan-hazelnut-bar-100g","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/02-liker/lindt-classic-recipe-vegan-hazelnut-bar-100g-200x200.png","Веганський шоколад Lindt Classic Vegan Hazelnut Chocolate Bar з фундуком 100 г.","Веганський шоколад Lindt Classic Vegan Hazelnut 100 г — класика смаку без компромісів!Привіт, друже!..","0.0","","","-40%","449","грн.","269"
"https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/02-liker/lindt-classic-vegan-milk-chocolate-bar-100g-2-50x50.jpg","","","","","https://choco-yummy.com.ua/ua/lindt-classic-vegan-milk-chocolate-bar-100g","https://choco-yummy.com.ua/image/cache/catalog/Anew/%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C/02-liker/lindt-classic-vegan-milk-chocolate-bar-100g-200x200.jpg","Веганський шоколад Lindt Classic Vegan Milk Chocolate Bar молочний 100 г.","Веганський шоколад Lindt Classic Vegan Milk Chocolate 100 г — смак без компромісів і без молока!Прив..","0.0","","","-40%","449","грн.","269"
"https://choco-yummy.com.ua/image/cache/catalog/Products/Konfeti/cukerka-raffaello-grand-125g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Konfeti/cukerka-raffaello-grand-125g-1-50x50.jpg","","","","https://choco-yummy.com.ua/ua/raffaello-grand-125g","https://choco-yummy.com.ua/image/cache/catalog/Products/Konfeti/cukerka-raffaello-grand-125g-200x200.jpg","Велика Цукерка Raffaello Grand White Chocolate Білий шоколад 125г","Велика цукерка Raffaello – це розкішне святкове частування від Ferrero. У ній поєдналися витонченіст..","0.0","549","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-swiss-premium-white-almond-300g-2-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-swiss-premium-white-almond-300g-6-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-swiss-premium-white-almond-300g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-swiss-premium-white-almond-300g-3-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-swiss-premium-white-almond-300g-1-50x50.jpg","https://choco-yummy.com.ua/ua/lindt-swiss-premium-white-chocolate-almond-300g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-swiss-premium-white-almond-300g-5-200x200.jpg","Велика шоколадка Lindt Swiss Premium White Chocolate Almond 300г","Шоколадна плитка Lindt Swiss Premium — вишукане творіння швейцарських майстрів.Плитка в елегантній з..","0.0","749","грн.","","","",""
"https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-lindor-easter-egg-milk-chocolate-pistachio-360g-7-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-lindor-easter-egg-milk-chocolate-pistachio-360g-5-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-lindor-easter-egg-milk-chocolate-pistachio-360g-6-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-lindor-easter-egg-milk-chocolate-pistachio-360g-4-50x50.jpg","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-lindor-easter-egg-milk-chocolate-pistachio-360g-3-50x50.jpg","https://choco-yummy.com.ua/ua/lindt-lindor-uovo-di-pasqua-cioccolato-al-latte-e-pistacchio-360g","https://choco-yummy.com.ua/image/cache/catalog/Products/Shokolad/shokolad-lindt-lindor-easter-egg-milk-chocolate-pistachio-360g-1-200x200.jpg","Великдень Lindt Lindor Easter Egg Milk Chocolate Pistachio з прикрасою 360г","Великодній набір Easter Egg Pistachio - справжнє свято від майстрів Lindt.Але окрім десерту всередин..","0.0","","","-20%","2 499","грн.","1 999"
